Embedded,Keptentry,creatorType,machineReadableDate,holdings,oclcNumber,mainTitle,firstName,secondName,isPrimary,publisherName,publicationPlace,GeographicRegion,Geographic,itemLanguage,physicalDescription,Author_1_FirstName,Author_1_SecondName,Author_1_Gender,Author_2_FirstName,Author_2_SecondName,Author_2_Gender,Author_3_FirstName,Author_3_SecondName,Author_3_Gender,Author_4_FirstName,Author_4_SecondName,GenderAuthor_4,Authorgenders,MajorityAuthorGender,FirstAuthorGender,Author_5_FirstName,Author_5_SecondName,Author_6_FirstName,Author_6_SecondName,Author_7_FirstName,Author_7_SecondName,Author_8_FirstName,Author_8_SecondName,Summary,NoSummary_coding,TB_Test,Typeofbook,Frame#1_Disempowerment,Frame#2_Poverty_poor,Frame#3_Women,Frame#4_SelfHelp,Frame#5_FinancialInclusion,Frame#6_Innovation,Frame#7_Organizationaltype,Frame#8_Money_Moneymanagement,Frame#9_MarketLed_Commercialization,Frame#10_Development_Sustainabledevelopment,Frame#11_Technology,Frame#12_Publicpolicy,Frame#13_ReligiousMicrofinance,Frame#14_Systemappraisal,Frame#15_Debt_Indebtedness,Frame#16_Interpersonalrelationships,Frame#17_Evaluation,Frame#18_Powerissues,Frame#19_Politicalaspirations,Frame#20_Ethics,Frame#21_Affects,Paperstoexclude,Tag,PublicationDate,HoldingRank25,HoldingRank10
 ,1,person,2019,208,1082968555,Microfinance and women's empowerment in Bangladesh : unpacking the untold narratives / Faraha Nawaz,Faraha,Nawaz,1,Palgrave Macmillan,Cham,3,5,eng,"xiii, 127 pages : illustrations ; 22 cm",Faraha,Nawaz,F, , , , , , , , , ,2,2,2, , , , , , , , ,"Publiisher  Springer      Explores the strategies, approaches, strengths and pitfalls of microfinance programs offered by both national and local NGOs      Offers innovative and useful strategies that will help improve the efficiency and effectiveness of NGO operations      Champions women taking control over their own lives, setting their own agendas, gaining skills, solving problems and developing self-reliance",1, ,CS,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,2019,    2.00,5
 ,1,person,2006,592,213052778,The poor always pay back : the Grameen II story / Asif Dowla and Dipal Barua,Asif,Dowla,1,Kumarian Press,"Bloomfield, CT",1,1,eng,"xviii, 293 pages, [6] pages de planches : illustrations (certaines en couleur) ; 23 cm",Asif,Dowla,M,Dipal,Barua,M, , , , , , ,3,1,1, , , , , , , , ,"Nobel Prize-winning microcredit institution Grameen Bank has financially empowered the poorest families in more than a hundred countries across the globe for over three decades through savings and loans. Recently, Grameen has undergone a complete overhaul of its system, creating ""Grameen II"" and seeking to make its loan programs more effective.  The Poor Always Pay Back not only uncovers how a major financial institution is able to change its system in response to the needs of its borrowers, but also how Grameen redefined and continues to redefine the basic assumptions of credit worthiness. The immense success of Grameen Bank shows a hopeful trend in the alleviation of poverty.  Grameen Bank II is addressing the frontier issues in microfinance: open access savings, flexible loan products, self reliance and absence of donor dependency for funds, and product development to cater to the needs of the retirees (Grameen Pension Scheme) and their adult children (Higher Education Loans). The story behind these and other innovations show why Grameen has become such an inspiration to those working for social justice everywhere.",1, ,RE,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,0,2006,    3.00,7
 ,1,person,2013,592,795174956,The International Bank of Bob : connecting our worlds one $25 kiva loan at a time / Bob Harris,Bob,Harris,1,Walker & Company,New York,1,1,eng,"xii, 400 pages : illustrations ; 24 cm",Bob,Harris,M, , , , , , , , , ,1,1,1, , , , , , , , ,"Hired to review some of the most luxurious accommodations on Earth, and then inspired by a chance encounter in Dubai with the impoverished workers whose backbreaking jobs create such opulence, Bob Harris had an epiphany: he would turn his own good fortune into an effort to make lives like theirs better. Bob found his way to Kiva.org, the leading portal through which individuals make microloans all over the world: for as little as $25-50, businesses are financed and people are uplifted. Astonishingly, the repayment rate was nearly 99%, so he re-loaned the money to others over and over again. After making hundreds of microloans online, Bob wanted to see the results first-hand, and in this book he travels from Peru and Bosnia to Rwanda and Cambodia, introducing us to some of the most inspiring and enterprising people we've ever met, while illuminating day-to-day life--political and emotional--in a world that Americans never see.--From publisher description", , ,RE,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1, ,0,2013,    3.00,7
E,1,person,2015,379,1138916308,"Christianity, development and modernity in Africa / Paul Gifford",Paul,Gifford,0,Hurst,London,2,2,eng,187 s.,Paul,Gifford,M, , , , , , , , , ,1,1,1, , , , , , , , ,"Is African Christianity a religious marketplace now dominated by only two big players, the Catholic Church and Pentecostals? There is an important if largely unremarked diversity within African Christianity; on the one hand, an enchanted Christianity that views the world as pervaded by spiritual forces, and on the other a disenchanted Christianity that discounts them. An enchanted Christian sees his glorious destiny threatened by witches, spirits, and ancestral curses. Churches catering for this worldview lay bare the workings of this spirit world, and this enchanted imagination, along with the prosperity gospel, and emphasis on the pastor's 'anointing', are the principal characteristics of much African Pentecostalism. Gifford argues that the enchanted religious imagination militates against development by encouraging fear and distrust, diminishing human responsibility and agency, and downplaying functional rationality. The prosperity gospel of 'covenant wealth from tithes and offerings' is the antithesis of Weber's Protestant ethic; and to magnify the person of the pastor is to perpetuate the curse of the 'Big Man'.Official Catholicism, totally disenchanted and long associated with schools and hospitals, is now involved in development, from microfinance to election monitoring, from conflict resolution to human rights. This 'NGO-ization of Catholicism', made almost inevitable by funding from secular donors like the EU and UN, even if defended theologically, comes at the price of failing to address the 'religious' needs of so many African Christians", , ,M,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0, ,0,2015,    3.00,6
E,1,person,2009,369,473589756,"Development finance : Debates, dogmas and new directions",Stephen,Spratt,1,Routledge,London,2,2,eng,418 s,Stephen,Spratt,M, , , , , , , , , ,1,1,1, , , , , , , , ,"This book provides the first textbook introduction to finance and developing countries and the subject's impact on the issues of poverty and globalization. Both domestic and external finance systems are thoroughly examined, with the role of the International Monetary Fund and the World Bank very much to the fore. Particular topics covered by the book include: the Millennium Development Goals; financial crises and international capital flows; the role of the private sector; and, Microfinance. The book includes case studies and real world examples from Asia, Africa and Latin America as well as the ""transition"" economies of Eastern Europe. Each chapter is accompanied by a set of exercises and discussion questions", , ,M,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0, ,0,2009,    3.00,6
 ,1,person,2002,362,48507851,Food for all : the need for a new agriculture / John Madeley,John,Madeley,1,Zed Books,London,2,2,eng,191 pages ; 20 cm.,John,Madeley,M, , , , , , , , , ,1,1,1, , , , , , , , ,"""John Madeley believes we must recognise that our current hi-tech, agrochemical-dependent, corporate-dominated farming system has failed to feed the hungry. He argues that we already have the experience on which to base a new approach - ideas such as sustainable agriculture, low-external-input agriculture, organic food production, permaculture and the reintegration of traditional farming techniques. The author outlines the changes that could offer viable livelihoods to resource-poor farmers and food for the hungry.""--Jacket", , ,M,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,2002,    3.00,6
E,1,person,2017,338,1017974995,Saving the security state : exceptional citizens in twenty-first-century America / Inderpal Grewal,Inderpal,Grewal,1,Duke University Press,Durham,1,1,eng,336 pages.,Inderpal,Grewal,F, , , , , , , , , ,2,2,2, , , , , , , , ,"Inderpal Grewal traces the changing relations between the US state and its citizens in an era she calls advanced neoliberalism. Marked by the decline of US geopolitical power, endless war, and increasing surveillance, advanced neoliberalism militarizes everyday life while producing the ""exceptional citizens""--Primarily white Christian men who reinforce the security state as they claim responsibility for protecting the country from racialized others. Under advanced neoliberalism, Grewal shows, others in the United States strive to become exceptional by participating in humanitarian projects that compensate for the security state's inability to provide for the welfare of its citizens. In her analyses of microfinance programs in the global South, security moms, the murders at a Sikh temple in Wisconsin, and the post-9/11 crackdown on Muslim charities, Grewal exposes the fissures and contradictions at the heart of the US neoliberal empire and the centrality of race, gender, and religion to the securitized state", , ,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, ,0,2017,    3.00,6
E,1,person,2022,333,1288194132,A critical history of poverty finance : colonial roots and neoliberal failures / Nick Bernards,Nick,Bernards,1,Pluto Press,London,2,2,eng,"xi, 219 pages ; 22 cm",Nick,Bernards,M, , , , , , , , , ,1,1,1, , , , , , , , ,A comprehensive historical tracing of how the contemporary finance-poverty-development nexus emerged, , ,M,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,2022,    3.00,6
 ,1,person,2018,330,1020617767,"FinTech revolution : universal inclusion in the new financial ecosystem / by Sofie Blakstad, Robert Allen",Sofie,Blakstad,1,Springer International Publishing : Imprint : Palgrave Macmillan,Cham,3,5,eng,"xv, 406 pages : illustrations ; 25 cm",Sofie,Blakstad,F,Robert,Allen,M, , , , , , ,10,3,2, , , , , , , , ,"This book is a practical guide to the evolving landscape of finance, highlighting how it's changing our relationship with money and how financial technology, together with macroeconomic and societal change, is rewriting the story of how business is done in developing economies. Financial services companies are trying to become more customer focused, but struggling to help huge customer segments, particularly in developing economies. Alternative financial models and tools are emerging, which are being embraced by consumers and incumbents. In large parts of the developing world, alternative services are leapfrogging traditional finance, meaning more and more people have access to finance without ever needing a bank. Meanwhile, the barriers around financial services companies are crumbling, as they become more reliant on integration with new providers and alternative types of service. Financial products can no longer be viewed in isolation, but as part of a service landscape that supports how people do life. This means rethinking how our businesses are designed, motivated and organised, and letting go of the old ways of thinking about supply and demand. With practical steps businesses and, in particular, financial services organisations need to take to participate in a global service ecosystem, this book will be of interest to financial professionals who work in banking, financial technology, and development finance", , ,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,2018,    3.00,6
 ,1,person,2012,24,775780099,Social protection and cash transfers to strengthen families affected by HIV and AIDS / Michelle Adato and Lucy Bassett,Michelle,Adato,1,International Food Policy Research Institute,"Washington, D.C.",1,1,eng,"xviii, 217 pages : illustrations ; 24 cm.",Michelle,Adato,F,Lucy,Bassett,F, , , , , , ,4,2,2, , , , , , , , ,"Amazon
As HIV and AIDS simultaneously undermine livelihoods and household and community safety nets, families are especially vulnerable to poverty, food insecurity, and threats to their children’s nutrition, health, and education, with irreversible consequences. With more than 33.3 million people affected by HIV globally, a new focus on the risks for families and the long-term well-being of children has accelerated international, regional, and national commitments to social protection programs in heavily AIDS-affected countries. Cash transfers have demonstrated a strong potential for reducing poverty and strengthening children’s education, health, and nutrition. As a result, they can play a critical role in a strategy for mitigating the impact of AIDS and reducing poverty-related drivers of HIV transmission. Cash transfers have been used increasingly in social protection systems in Latin America, Asia, and Africa. More recently these programs have begun to target children and families affected by HIV and AIDS. The urgency of cash assistance for food purchases is underscored by emerging evidence that better nutrition can slow AIDS disease progression. In Social Protection and Cash Transfers to Strengthen Families Affected by HIV and AIDS, authors Michelle Adato and Lucy Bassett explain how cash transfer programs can make a difference for families affected by poverty and HIV and AIDS. The authors review the impacts of a range of cash transfer programs and discuss how these and other social protection programs can be designed to address the needs and conditions of families and children in regions hard hit by HIV and AIDS",1, ,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,2012,    1.00,1
 ,1,person,2009,24,808354605,"Mobilising savings of the poor to address their poverty of financial services : a study of Kibera slum in Nairobi, Kenya / Enock O. Kinara",Enock O.,Kinara,1,Finese Pub.,Nairobi,7,19,eng,"x, 80 p. : graf., table ; 21 cm",Enock O.,Kinara,M, , , , , , , , , ,1,1,1, , , , , , , , ,"Amazon
A widely documented problem in developing countries with undeveloped financial sectors is the mismatch between institutional savings and investment, resulting in a lack of investment in productive capital. It is a common fallacy that individuals in developing countries do not save. On the contrary, it has been found that even in the poorest rural areas saving is rife, albeit frequently this does occur in a non-monetized fashion. Savings are an important precautionary device in protecting against uncertainty. In order to encourage individuals to save, it is therefore vital that the savings be liquidated when needed to cope with an income shock. This requires well developed financial markets. Traditionally, it has been held that higher saving raises Gross Domestic Product by increasing capital accumulation especially when coupled with technological innovation. Developing countries such as Kenya need to reform their social security systems since that is an important route for mobilizing savings. Private savings are affected by the extent and coverage of government run social security systems in the sense that if individuals perceive that when they retire they are going to receive higher benefits from the government, they will tend to reduce the amount saved during their active days. Developing new institutions in the social security sector along the above lines could then force savings in low income countries with depressed levels of saving. This book has identified various factors that affect mobilization of savings from small and micro savers. It has brought to the fore the unique challenges faced by such savers as well as their providers. It makes specific recommendations which will be very useful for institutional and national development. It will also be helpful to business, economics and banking students of all levels. This book adds great value in the field of financial sector development. Issues discussed herein, though pertinent are by no means exhaustive. There are clearly a number of areas identified in this book that require further investigation.",1, ,CS,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0, ,0,2009,    1.00,1
E,1,person,2013,24,811123510,"Financial services technology : processes, architecture, and solutions / Randall E. Duran",Randall E.,Duran,1,Cengage Learning,Singapore,6,12,eng,"xxi, 448 pages : illustrations, charts ; 26 cm",Randall E.,Duran,M, , , , , , , , , ,1,1,1, , , , , , , , ,"""Reviews key financial services business areas, technologies, and trends. Covers current trends and emerging concerns in financial services industry, including cloud computing, big data, business process management, microfinance, mobile banking, algorithmic trading, and ongoing regulatory changes. Reviews how financial services processes and practices vary between North America, Asia, and Europe.""--Adapted from back cover", , ,M,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0, ,0,2013,    1.00,1
 ,1,person,2015,24,910532765,Innovation as Social Change in South Asia : Transforming Hierarchies,Minna,Säävälä,0,Routledge,London,2,2,eng,99 p.,Minna,Säävälä,F,Sirpa,Tenhunen,F, , , , , , ,4,2,2, , , , , , , , ,"This book examines innovation as social change in South Asia. From an anthropological micro-perspective, innovation is moulded by social systems of value and hierarchy, while simultaneously having the potential to transform them. Peterson examines the printing press' s changing technology and its intersections with communal and language ideologies in India. Tenhunen explores mobile telephony, gender, and kinship in West Bengal. Uddin looks at microcredit and its relationship with social capital in Bangladesh. Jeffrey surveys imbalanced ..", , ,M,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0, ,0,2015,    1.00,1
E,1,person,2013,174,809554830,Global finance and development / by David Hudson,David,Hudson,1,Routledge,London,2,2,eng,pages cm.,David,Hudson,M, , , , , , , , , ,1,1,1, , , , , , , , ,"'Global Finance and Development' describes and explains the variety of relationships between finance and development. Finance is broken down into its various aspects in separate chapters on aid, debt, portfolio investment, FDI, microfinance and remittances", , ,M,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0, ,0,2013,    2.00,5
 ,1,person,1998,169,474422109,The new middlewomen : profitable banking through on-lending groups,Malcolm,Harper,0,Intermediate Technology Publications,London,2,2,eng,125 p.,Malcolm,Harper,M,Ezekiel,Esipisu,M,A. K.,Mohanty,M,D. S. K.,Rao,M,18,1,1, , , , , , , , ,"""The New Middlewomen describes a unique approach to the delivery of financial services to poor people, which can enable any existing commercial bank profitably to mobilize poor people's savings and provide loans to them, without the need for special systems or new institutions."" ""The book demonstrates how banks, alone or in collaboration with NGOs, can organize groups of people into 'micro-banks' to reach a totally new and profitable market. These groups act as genuine independent banking intermediaries; they decide how much to save, who to lend to, for what purpose and at what rates of interest. Like any supplier of consumer goods or services, the banker can confidently and profitably delegate the final stage of the distribution task to a local intermediary.""--Jacket",1, ,RE,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0, ,0,1998,    2.00,5
 ,1,person,2017,167,1027712073,Managing humanitarian relief : an operational guide for NGOs / Eric James,Eric,James,1,Practical Action Publishing,"Warwickshire, UK",2,2,eng,"xxx, 436 pages : illustrations ; 24 cm.",Eric,James,M, , , , , , , , , ,1,1,1, , , , , , , , ,"« Armed conflicts, natural disasters and environmental degradation result in human misery, and the common response is to want to help. Responding effectively to humanitarian disasters is far from straightforward, however, and relief workers often find themselves in a world of uncoordinated, highly competitive agencies where teh 'why' and 'how' to provide relief is far from clear. Managing Humanitarian Relief is aimed at the relief worker who in the midst of these complex situations is putting together programmes of action to help people in extreme crisis. It provides humanitarian relief managers with a single comprehensive reference for many of the management issues they are likely to encounter in the field. Designed for the generalist and for those in management positions, the book provides enough background for readers to understand the topics quickly and to put them into practice in the field. Its easy-to-use format includes essential information checklists, tables, diagrams, sample forms, and no-nonsense tips from practitioners to help readers in emergency situations. The second edition brings the reader up to date with recent humanitarian reforms; the use of GIS and mobile technologies; funding innovations; economic recovery, cash and vouchers, and microfinance; tents and other temporary constructions and building materials. »-- Résumé de l'éditeur", , ,M,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, ,0,2017,    2.00,4
E,1,person,2019,167,1129751237,"Rural areas between regional needs and global challenges transformation in rural space Walter Leimgruber, Chang-yi David Chang",Walter,Leimgruber,0,Springer,Cham,3,5,eng,"xviii, 312 Seiten Karten",Walter,Leimgruber,M,Ch'ang-yi David,Chang,M, , , , , , ,3,1,1, , , , , , , , ,"Part I Introduction: Rural space between marginality and centrality. Approaches to marginality issues in rural areas -- Part II People: Impact of rural restructuring on the time-space behavioural patterns in a marginal area -- Spatial differentiation of social capital: A case study of peripheral and rural microregions in Czechia -- Rural Labour Markets and Peripherization Processes in Poland -- The role of identity in community activities of marginal rural areas -- Deconstructing financial inclusion and exclusion in the development discourse: case studies of microfinance operations in rural Bangladesh -- Part III Transformation processes: Agrarian and urban transitions in Lam Dong province, Vietnam: adaptation or marginalisation for ethnic minorities? -- The influence of globalization to overcome marginality in the Uco Valley of Mendoza, Argentina -- Advances in marginality studies in southern Mendoza, Argentine -- Demographic and economic change in small towns in New Zealand and the responses to marginalization -- Part IV Primary activities: An alternative agriculture space in an indigenous community: Kalala, Taiwan -- Restructuring of Japanese forestry and the current condition for the sustainability of more advanced forestry regions -- Urban agriculture in Zambia -- Part V Towards a multifunctional rural space: The role of traditional handicrafts in the development of rural areas: the case of Ribnica, Slovenia -- Windfarms in Champagne-Ardenne Region. An assessment of the acceptability and local governance issue -- Protected areas and the integration process of mountainous areas in mainland Southeast Asia: the case of Luang Nam Tha, Lao PDR -- Part VI Conclusion: Perspectives of rural space", , ,M,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0, ,0,2019,    2.00,4
 ,1,person,2015,696,885945397,"Microfinance : model, policies and experiences / Susanta Kumar Barik",Susanta Kumar,Barik,1,Regency Publications,New Delhi,4,7,eng,"374 pages : illustrations, maps ; 24 cm",Susanta Kumar,Barik,M, , , , , , , , , ,1,1,1, , , , , , , , ,"AM  Microfinance has been viewed as institutions to bridge the rural-urban development gap. These institutions are spreading across villages of Indian states and addressing the existing financial gaps of rural people, thereby provisioning effective means to cater livelihood activities of choice to survive. The syndrome of economic-development-through-institutional means is amply presented in this book, while questioning the very objective of formation of the institution. Historic perspective of microfinance journey is thoroughly captured. Broad models of MFI's being in practice by different institutions across the states of the country have been presented. Broad MFI regulation and control policies of state governments and the central government are succinctly captured. The operational modalities of SHG-mode of MFI operation are thoroughly gauged in a tribal dominated ITDA of Paderu, Visakhapatnam District of Andhra Pradesh. The book is giving a close development view of MFI in its operating regions. This book would be a base book for learners, practitioners of MFIs, NGOs, Donning agencies and various Government departments dealing with issues of rural development. The comprehensive information of MFIs i.e. formation, models, regulating policies and practical implications, provided in this book would certainly be a capsule information kit on MFIs.",1, ,RE,0,0,0,1,0,0,3,0,0,1,0,1,0,2,0,0,0,0,0,0,0, ,0,2015,    3.00,8
 ,1,person,2018,693,1040614245,Evaluation of microfinance institutions in Varanasi with special reference to client education / by Vinita Kalra and H.P. Mathur,Vinita,Kalra,1,Cambridge Scholars Publishing,"Newcastle on Tyne, UK",2,2,eng,"xix, 223 pages ; 22 cm",Vinita,Kalra,F,H. P.,Mathur,M, , , , , , ,10,3,2, , , , , , , , ,"In the last two decades, microfinance has gained growing recognition as an effective tool for improving the quality of life and the living standard of poor and low-income people.", , ,E,1,1,0,0,0,0,3,0,0,0,0,0,0,3,0,0,1,0,0,0,0, ,0,2018,    3.00,8
 ,1,person,2021,261,1193067460,A war on global poverty : the lost promise of redistribution and the rise of microcredit / Joanne Meyerowitz,Joanne J.,Meyerowitz,1,Princeton University Press,"Princeton, New Jersey",1,1,eng,"x, 311 pages : illustrations (black and white) ; 25 cm",Joanne J.,Meyerowitz,F, , , , , , , , , ,2,2,2, , , , , , , , ,"This book provides an account of U.S. involvement in campaigns to end global poverty in the 1970s and 1980s. From the decline of modernization programs to the rise of microcredit, it looks beyond familiar histories of development and explains why antipoverty programs increasingly focused on women as the deserving poor", , ,RE,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0, ,0,2021,    3.00,6
 ,1,person,2008,252,1043225877,"New issues in Islamic finance and economics : progress and challenges / Hossein Askari, Zamir Iqbal and Abbas Mirakhor",Hossein,Askari,1,Wiley,Singapore,6,12,eng,"xxiii, 373 pages : illustrations",Hossein,Askari,M,Abbas,Mirakhor,M,Zamir,Iqbal,M, , , ,5,1,1, , , , , , , , ,"This title provides a review of the main issues and challenges facing Islamic finance. It offers original thinking on issues pertaining on governance, institutions, public finance and economic development within an Islamic financial system", , ,E,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,2008,    3.00,6
 ,1,person,2015,250,902659942,Food supply chain management and logistics : from farm to fork / Samir Dani,Samir,Dani,1,Kogan Page,London,2,2,eng,"xviii, 260 pages : illustrations ; 24 cm",Samir,Dani,M, , , , , , , , , ,1,1,1, , , , , , , , ,"""It is important for the food industry to innovate both with regards to demand management and sustainability of food sources for a growing population. Food Supply Chain Management and Logistics covers the food supply chain from ""farm"" to ""fork,"" taking into consideration the various challenges and supporting mechanisms to make sure the food that reaches the consumers' plates is safe. This book explores key aspects of food supply chains from a management and social perspective, including: Food supply chains: production, manufacturing Food logistics Food regulation, safety and quality Food sourcing Food retailing Risk management Food innovation Technology trends Food sector and economic regeneration Challenges in International food supply chains Triple bottom line trends in the food sector Food security and future challenges""-- Provided by publisher", , ,M,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,2015,    3.00,6
E,1,person,2021,208,1281845379,Monetary policy in low financial development countries Juan Antonio Morales [aut]; Paul Reding [aut],Juan Antonio,Morales,1,Oxford University Press,Oxford,2,2,eng, ,Juan Antonio,Morales,M,Paul,Reding,M, , , , , , ,3,1,1, , , , , , , , ,"This book gives a broad overview of the main monetary policy challenges faced by countries that are in the lower income range, have an underdeveloped financial sector, and are weakly integrated to the international capital market.", , ,M,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,2021,    2.00,5
 ,1,person,2011,153,751734066,"The theory and practice of microcredit / Wahiduddin Mahmud, S.R. Osmani",Wahiduddin,Mahmud,1,Routledge,London,2,2,eng,1 volume ; 24 cm.,Wahiduddin,Mahmud,M,Siddiqur Rahman,Osmani,M, , , , , , ,3,1,1, , , , , , , , ,"Publisher Routlege The remarkable speed at which microcredit has expanded around the world in the last three decades has piqued the curiosity of practitioners and theorists alike. By developing innovative ways of making credit available to the poor, the idea of microcredit has challenged many traditional assumptions about both poverty reduction strategies and financial markets. While this has encouraged new theorising about how microcredit works, the practice of microcredit has itself evolved, often in unpredictable ways, outpacing the development of theory.",1, ,RE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0, ,0,2011,    2.00,4
 ,1,person,2008,36,263147188,Empowering rural women through microfinancing / Awadhesh Kumar Singh,Awadhesh Kumar,Singh,1,Serials Publications,New Delhi,4,7,eng,"ix, 256 pages ; 22 cm",Awadhesh Kumar,Singh,M, , , , , , , , , ,1,1,1, , , , , , , , ,In Indian context, , ,CS,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,2008,    1.00,2
 ,1,person,2012,35,1141898434,"Small change, big deal : money as if people mattered / Jennifer Kavanagh",Jennifer,Kavanagh,0,Business Books,"Winchester, UK",2,2,eng,170 s. ; 22 cm.,Jennifer,Kavanagh,F, , , , , , , , , ,2,2,2, , , , , , , , ,"As we consider the plight of our consumer-driven economy, it is easy to forget that money is about relationship: between individuals and between communities. In our current financial mess, it is worth reminding ourselves of community-based alternatives, and to look closely at microcredit, a model of peer lending to enable people to move out of poverty. From Bangladesh, from South Africa, from Ghana, and from the East End of London, we are given a worm's eye view of small-scall work, of personal transformation, and the building of community. Small and local is still beautiful, and has much to teach us.""--Back cover", ,RE,RE,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0, ,0,2012,    1.00,2
 ,1,person,2005,35,57319712,Empowerment and social development : issues in community participation / S. Selvam,S.,Selvam,1,Kanishka Publishers Distributors,New Delhi,4,7,eng,"viii, 150 pages ; 22 cm",S.,Selvam,M, , , , , , , , , ,1,1,1, , , , , , , , ,In the Indian context, , ,CS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,2005,    1.00,2
 ,1,person,2005,20,70175279,"Helping hands : microfinance for a million smiles / Kalpana Sankar, Madhu Sharan",Kalpana,Sankar,1,Hand-in-Hand Tamilnadu,Kancheepuram,4,7,eng,"ix, 70 pages : illustrations (some color) ; 25 cm",Kalpana,Sankar,F,Madhu,Sharan,F, , , , , , ,4,2,2, , , , , , , , ,"On microfinance and self-help groups in Kancheepuram District, Tamilnadu; a study", , ,CS,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0, ,0,2005,    1.00,1
 ,1,person,2013,20,862890058,Self-help groups and rural development / Dr. S. Bose,S.,Bose,1,MJP Publishers,Chennai,4,7,eng,"xvi, 306 pages : illustrations, maps ; 25 cm",S.,Bose,M, , , , , , , , , ,1,1,1, , , , , , , , ,"Study conducted in Dindigul Anna District of Tamil Nadu, India", , ,CS,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0, ,0,2013,    1.00,1
 ,1,person,2016,530,1104872729,"Politicized microfinance : money, power, and violence in the Black Americas / Caroline Shenaz Hossein",Caroline Shenaz,Hossein,1,University of Toronto Press,Toronto,1,3,eng,"xxviii, 209 Seiten : Diagramme ; 23 cm",Caroline Shenaz,Hossein,F, , , , , , , , , ,2,2,2, , , , , , , , ,"When Grameen Bank was awarded the Nobel Peace Prize in 2006, microfinance was lauded as an important contributor to the economic development of the Global South. However, political scandals, mission-drift, and excessive commercialization have tarnished this example of responsible development. Politicized Microfinance insightfully discusses these negative developments while providing a path towards redemption. In this work, Caroline Shenaz Hossein explores the politics, histories and social prejudices that have shaped the legacy of microfinance in Grenada, Guyana, Haiti, Jamaica and Trinidad. Writing from a feminist perspective and via individual interviews, focus groups, historical analysis, ethnographic methods and participant observation, Hossein offers multiple solutions that prioritize the needs of marginalized and historically oppressed people of African descent. A must read for scholars of political economy, diasporas studies, women's studies, as well as development practitioners, Hossein deftly argues for microfinance to return to its origins as a political tool, fighting for those living in the margins", , ,HT,1,1,1,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1, ,0,2016,    3.00,7
 ,1,person,2004,55,56887933,Banking on change : democratising finance in South Africa 1994-2004 / David Porteous with Ethel Hazelhurst,David,Porteous,1,Double Storey,Cape Town,7,10,eng,"xii, 244 pages : illustrations ; 24 cm",David,Porteous,F,Ethel,Hazelhurst,F, , , , , , ,4,2,2, , , , , , , , ,"Tells the tale of ten years of experiment and innovation in a crucial economic arena: making financial markets work for the poor. Describing the state of access to financial services, this book also analyses key developments and innovations since 1994, and suggests policy directions. It is intended for policy makers, regulators, and bankers.", , ,RE,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,2004,    1.00,2
